Angle,Voltage,Voltage_std
0,0.2029592092092092,0.003350223764847619
1,0.20245870870870872,0.0033229732748879855
2,0.20348473473473475,0.0033466819365887347
3,0.20160785785785787,0.0032304220223150436
4,0.20167667667667669,0.003285743854783229
5,0.20098848848848852,0.0032432640008171654
6,0.20135760760760762,0.0031753566842568073
7,0.2013200700700701,0.003104187667679133
8,0.20212087087087088,0.003296791800905965
9,0.20318443443443446,0.003434439667731357
10,0.20265265265265264,0.003332653154397847
11,0.20173923923923925,0.0031801234263513405
12,0.199486986986987,0.003196255133387903
13,0.20066941941941943,0.0033179281050338323
14,0.1998435935935936,0.003178498364141442
15,0.1985860860860861,0.003242431179925512
16,0.19706581581581584,0.003301857412500214
17,0.19557057057057062,0.0031776362515117604
18,0.19421921921921925,0.0030207807115211305
19,0.19288663663663666,0.003132416979783239
20,0.19104104104104105,0.0032929904499437524
21,0.18957082082082086,0.0035225111798174447
22,0.1878503503503504,0.003230276623517224
23,0.18554179179179178,0.003651167445682151
24,0.18305180180180178,0.003608292744954332
25,0.18073698698698695,0.003533261916501727
26,0.1778966466466466,0.003472690000865091
27,0.17563188188188186,0.003337019292695484
28,0.17261636636636635,0.0036013545596864545
29,0.1700075075075075,0.003484729118701246
30,0.16796171171171173,0.0034369915455026673
31,0.16497122122122126,0.003325457679611788
32,0.16184309309309314,0.0033086310434565056
33,0.1588651151151151,0.0034312585587592845
34,0.15631256256256257,0.003331807434504654
35,0.15355980980980982,0.003314245477774819
36,0.1504567067067067,0.0030226977630639675
37,0.14751001001000996,0.003387310699312006
38,0.14505755755755756,0.00314697774211223
39,0.1423360860860861,0.0033375118849494336
40,0.1389264264264264,0.0033086310434564943
41,0.13590465465465468,0.0032845881591504118
42,0.1331393893893894,0.0036392164574193028
43,0.12935435435435438,0.003798995383582753
44,0.1256569069069069,0.003088588953562197
45,0.12255380380380379,0.0034475434879994203
46,0.11882507507507506,0.003525432319930674
47,0.1152152152152152,0.003387414693691303
48,0.1117867867867868,0.00309508321789759
49,0.1078641141141141,0.00309747240929073
50,0.10526776776776776,0.0029217989374960866
51,0.10226476476476476,0.003693184172099835
52,0.09872997997998,0.003781719318061588
53,0.09448823823823824,0.003994481215311796
54,0.09099099099099099,0.003669282293783133
55,0.08821321321321321,0.003757036852560417
56,0.084984984984985,0.003625920168984226
57,0.08106856856856856,0.003763105634588288
58,0.07797797797797798,0.003477082918357954
59,0.07525650650650649,0.0029813539170797203
60,0.07204079079079079,0.003554104237667694
61,0.06859359359359359,0.0031661725549386346
62,0.06562812812812813,0.003546960745501668
63,0.06299424424424424,0.003348505920003833
64,0.0598410910910911,0.0035050672186018954
65,0.05649399399399401,0.0033643770592727746
66,0.053559809809809816,0.0033494525965537146
67,0.05095095095095096,0.003242431179925513
68,0.048592342342342346,0.0031658634857696347
69,0.0454517017017017,0.0031635012007195564
70,0.042567567567567556,0.003256692376387984
71,0.04009009009009008,0.0035175296596899773
72,0.0376126126126126,0.0035133210080473235
73,0.03469094094094093,0.003565912400320887
74,0.03178178178178178,0.003423652994720213
75,0.029504504504504505,0.003442521704421795
76,0.02715840840840841,0.0033079921676979402
77,0.02481856856856857,0.003102447135937104
78,0.02238488488488488,0.0032797703662630386
