Channel 1 Time,Channel 1 Voltage,Channel 2 Time,Channel 2 Voltage
-0.02465,0.8125,-0.02465,0.125
-0.0493,0.8125,-0.0493,0.121875
-0.07394999999999999,0.875,-0.07394999999999999,0.121875
-0.0986,0.75,-0.0986,0.121875
-0.12324999999999997,0.8125,-0.12324999999999997,0.121875
-0.14789999999999998,0.8125,-0.14789999999999998,0.121875
-0.17254999999999998,0.8125,-0.17254999999999998,0.121875
-0.19719999999999996,0.8125,-0.19719999999999996,0.11875
-0.22184999999999996,0.8125,-0.22184999999999996,0.121875
-0.24649999999999997,0.75,-0.24649999999999997,0.125
-0.27114999999999995,0.8125,-0.27114999999999995,0.121875
-0.29579999999999995,0.875,-0.29579999999999995,0.121875
-0.32044999999999996,0.8125,-0.32044999999999996,0.11875
-0.34509999999999996,0.875,-0.34509999999999996,0.121875
-0.3697499999999999,0.8125,-0.3697499999999999,0.121875
-0.3943999999999999,0.8125,-0.3943999999999999,0.121875
-0.4190499999999999,0.75,-0.4190499999999999,0.11875
-0.44369999999999993,0.8125,-0.44369999999999993,0.121875
-0.46834999999999993,0.8125,-0.46834999999999993,0.121875
-0.4929999999999999,0.8125,-0.4929999999999999,0.121875
-0.5176499999999998,0.8125,-0.5176499999999998,0.121875
-0.5422999999999999,0.8125,-0.5422999999999999,0.121875
-0.5669499999999998,0.875,-0.5669499999999998,0.121875
-0.5915999999999998,0.875,-0.5915999999999998,0.121875
-0.6162499999999999,0.75,-0.6162499999999999,0.125
-0.6408999999999998,0.875,-0.6408999999999998,0.121875
-0.6655499999999999,0.8125,-0.6655499999999999,0.11875
-0.6901999999999998,0.8125,-0.6901999999999998,0.121875
-0.7148499999999998,0.8125,-0.7148499999999998,0.11875
-0.7394999999999998,0.75,-0.7394999999999998,0.125
-0.7641499999999998,0.75,-0.7641499999999998,0.125
-0.7887999999999998,0.75,-0.7887999999999998,0.121875
-0.8134499999999998,0.8125,-0.8134499999999998,0.11875
-0.8380999999999997,0.8125,-0.8380999999999997,0.125
-0.8627499999999998,0.8125,-0.8627499999999998,0.121875
-0.8873999999999997,0.8125,-0.8873999999999997,0.121875
-0.9120499999999998,0.8125,-0.9120499999999998,0.121875
-0.9366999999999998,0.8125,-0.9366999999999998,0.121875
-0.9613499999999997,0.8125,-0.9613499999999997,0.125
-0.9859999999999998,0.875,-0.9859999999999998,0.121875
-1.0106499999999998,0.875,-1.0106499999999998,0.121875
-1.0352999999999999,0.8125,-1.0352999999999999,0.121875
-1.05995,0.875,-1.05995,0.11875
-1.0845999999999998,0.8125,-1.0845999999999998,0.121875
-1.1092499999999998,0.8125,-1.1092499999999998,0.11875
-1.1339,0.875,-1.1339,0.11875
-1.1585499999999997,0.8125,-1.1585499999999997,0.11875
-1.1831999999999998,0.8125,-1.1831999999999998,0.121875
-1.2078499999999999,0.75,-1.2078499999999999,0.121875
-1.2324999999999997,0.8125,-1.2324999999999997,0.121875
-1.2571499999999998,0.8125,-1.2571499999999998,0.121875
-1.2817999999999998,0.8125,-1.2817999999999998,0.125
-1.30645,0.8125,-1.30645,0.125
-1.3310999999999997,0.875,-1.3310999999999997,0.11875
-1.3557499999999998,0.8125,-1.3557499999999998,0.125
-1.3803999999999998,0.8125,-1.3803999999999998,0.125
-1.4050499999999997,0.8125,-1.4050499999999997,0.121875
-1.4296999999999997,0.8125,-1.4296999999999997,0.125
-1.4543499999999998,0.8125,-1.4543499999999998,0.121875
-1.4789999999999996,0.75,-1.4789999999999996,0.11875
-1.5036499999999997,0.75,-1.5036499999999997,0.11875
-1.5282999999999998,0.875,-1.5282999999999998,0.121875
-1.5529499999999998,0.875,-1.5529499999999998,0.121875
-1.5775999999999997,0.875,-1.5775999999999997,0.121875
-1.6022499999999997,0.75,-1.6022499999999997,0.121875
-1.6268999999999998,0.75,-1.6268999999999998,0.11875
-1.6515499999999996,0.8125,-1.6515499999999996,0.121875
-1.6761999999999997,0.75,-1.6761999999999997,0.121875
-1.7008499999999998,0.8125,-1.7008499999999998,0.121875
-1.7254999999999998,0.875,-1.7254999999999998,0.121875
-1.7501499999999997,0.75,-1.7501499999999997,0.121875
-1.7747999999999997,0.875,-1.7747999999999997,0.121875
-1.7994499999999998,0.8125,-1.7994499999999998,0.121875
-1.8240999999999996,0.75,-1.8240999999999996,0.121875
-1.8487499999999997,0.75,-1.8487499999999997,0.11875
-1.8733999999999997,0.8125,-1.8733999999999997,0.121875
-1.8980499999999996,0.8125,-1.8980499999999996,0.121875
-1.9226999999999996,0.8125,-1.9226999999999996,0.121875
-1.9473499999999997,0.8125,-1.9473499999999997,0.121875
-1.9719999999999998,0.8125,-1.9719999999999998,0.121875
-1.9966499999999996,0.8125,-1.9966499999999996,0.121875
-2.0212999999999997,0.75,-2.0212999999999997,0.121875
-2.0459499999999995,0.75,-2.0459499999999995,0.11875
-2.0705999999999993,0.8125,-2.0705999999999993,0.121875
-2.0952499999999996,0.75,-2.0952499999999996,0.11875
-2.1198999999999995,0.875,-2.1198999999999995,0.121875
-2.1445499999999993,0.8125,-2.1445499999999993,0.11875
-2.1691999999999996,0.8125,-2.1691999999999996,0.125
-2.1938499999999994,0.75,-2.1938499999999994,0.121875
-2.2184999999999993,0.75,-2.2184999999999993,0.121875
-2.2431499999999995,0.8125,-2.2431499999999995,0.121875
-2.2677999999999994,0.8125,-2.2677999999999994,0.121875
-2.292449999999999,0.8125,-2.292449999999999,0.121875
-2.3170999999999995,0.8125,-2.3170999999999995,0.11875
-2.3417499999999993,0.8125,-2.3417499999999993,0.121875
-2.366399999999999,0.875,-2.366399999999999,0.11875
-2.3910499999999995,0.8125,-2.3910499999999995,0.121875
-2.4156999999999993,0.75,-2.4156999999999993,0.121875
-2.440349999999999,0.8125,-2.440349999999999,0.121875
-2.4649999999999994,0.8125,-2.4649999999999994,0.121875
-2.4896499999999993,0.75,-2.4896499999999993,0.121875
-2.5142999999999995,0.8125,-2.5142999999999995,0.121875
-2.5389499999999994,0.875,-2.5389499999999994,0.121875
-2.563599999999999,0.8125,-2.563599999999999,0.125
-2.5882499999999995,0.8125,-2.5882499999999995,0.121875
-2.6128999999999993,0.8125,-2.6128999999999993,0.11875
-2.637549999999999,0.8125,-2.637549999999999,0.121875
-2.6621999999999995,0.875,-2.6621999999999995,0.11875
-2.6868499999999993,0.8125,-2.6868499999999993,0.121875
-2.711499999999999,0.8125,-2.711499999999999,0.121875
-2.7361499999999994,0.8125,-2.7361499999999994,0.121875
-2.7607999999999993,0.75,-2.7607999999999993,0.121875
-2.785449999999999,0.8125,-2.785449999999999,0.125
-2.8100999999999994,0.75,-2.8100999999999994,0.121875
-2.834749999999999,0.75,-2.834749999999999,0.121875
-2.859399999999999,0.875,-2.859399999999999,0.121875
-2.8840499999999993,0.75,-2.8840499999999993,0.125
-2.908699999999999,0.8125,-2.908699999999999,0.121875
-2.933349999999999,0.8125,-2.933349999999999,0.11875
-2.9579999999999993,0.8125,-2.9579999999999993,0.121875
-2.982649999999999,0.875,-2.982649999999999,0.121875
-3.0072999999999994,0.8125,-3.0072999999999994,0.11875
-3.0319499999999993,0.8125,-3.0319499999999993,0.11875
-3.056599999999999,0.8125,-3.056599999999999,0.121875
-3.0812499999999994,0.75,-3.0812499999999994,0.121875
-3.105899999999999,0.875,-3.105899999999999,0.125
-3.130549999999999,0.8125,-3.130549999999999,0.121875
-3.1551999999999993,0.8125,-3.1551999999999993,0.121875
-3.179849999999999,0.8125,-3.179849999999999,0.11875
-3.204499999999999,0.8125,-3.204499999999999,0.121875
-3.2291499999999993,0.8125,-3.2291499999999993,0.121875
-3.253799999999999,0.75,-3.253799999999999,0.121875
-3.278449999999999,0.875,-3.278449999999999,0.121875
-3.3030999999999993,0.75,-3.3030999999999993,0.121875
-3.327749999999999,0.875,-3.327749999999999,0.121875
-3.352399999999999,0.8125,-3.352399999999999,0.11875
-3.377049999999999,0.875,-3.377049999999999,0.121875
-3.401699999999999,0.75,-3.401699999999999,0.121875
-3.4263499999999993,0.8125,-3.4263499999999993,0.121875
-3.450999999999999,0.75,-3.450999999999999,0.121875
-3.475649999999999,0.8125,-3.475649999999999,0.121875
-3.5002999999999993,0.75,-3.5002999999999993,0.11875
-3.524949999999999,0.875,-3.524949999999999,0.121875
-3.549599999999999,0.8125,-3.549599999999999,0.125
-3.5742499999999993,0.8125,-3.5742499999999993,0.121875
-3.598899999999999,0.8125,-3.598899999999999,0.11875
-3.623549999999999,0.75,-3.623549999999999,0.11875
-3.648199999999999,0.8125,-3.648199999999999,0.11875
-3.672849999999999,0.875,-3.672849999999999,0.121875
-3.697499999999999,0.8125,-3.697499999999999,0.11875
-3.722149999999999,0.8125,-3.722149999999999,0.121875
-3.746799999999999,0.8125,-3.746799999999999,0.121875
-3.771449999999999,0.8125,-3.771449999999999,0.125
-3.796099999999999,0.75,-3.796099999999999,0.121875
-3.820749999999999,0.875,-3.820749999999999,0.121875
-3.845399999999999,0.8125,-3.845399999999999,0.121875
-3.870049999999999,0.8125,-3.870049999999999,0.121875
-3.894699999999999,0.8125,-3.894699999999999,0.125
-3.9193499999999992,0.8125,-3.9193499999999992,0.121875
-3.943999999999999,0.8125,-3.943999999999999,0.121875
-3.968649999999999,0.8125,-3.968649999999999,0.121875
-3.993299999999999,0.75,-3.993299999999999,0.11875
-4.017949999999999,0.8125,-4.017949999999999,0.121875
-4.042599999999999,0.8125,-4.042599999999999,0.121875
-4.06725,0.8125,-4.06725,0.121875
-4.0919,0.8125,-4.0919,0.11875
-4.116549999999999,0.8125,-4.116549999999999,0.11875
-4.1411999999999995,0.75,-4.1411999999999995,0.121875
-4.16585,0.875,-4.16585,0.125
-4.190499999999999,0.8125,-4.190499999999999,0.121875
-4.2151499999999995,0.8125,-4.2151499999999995,0.121875
-4.2398,0.8125,-4.2398,0.121875
-4.264449999999999,0.75,-4.264449999999999,0.11875
-4.2890999999999995,0.75,-4.2890999999999995,0.121875
-4.31375,0.8125,-4.31375,0.121875
-4.338399999999999,0.8125,-4.338399999999999,0.125
-4.363049999999999,0.8125,-4.363049999999999,0.121875
-4.3877,0.75,-4.3877,0.121875
-4.412349999999999,0.8125,-4.412349999999999,0.121875
-4.436999999999999,0.875,-4.436999999999999,0.121875
-4.46165,0.8125,-4.46165,0.121875
-4.486299999999999,0.8125,-4.486299999999999,0.121875
-4.510949999999999,0.8125,-4.510949999999999,0.11875
-4.5356,0.8125,-4.5356,0.121875
-4.560249999999999,0.875,-4.560249999999999,0.121875
-4.584899999999999,0.875,-4.584899999999999,0.121875
-4.60955,0.875,-4.60955,0.11875
-4.634199999999999,0.75,-4.634199999999999,0.121875
-4.658849999999999,0.875,-4.658849999999999,0.121875
-4.6834999999999996,0.8125,-4.6834999999999996,0.121875
-4.708149999999999,0.8125,-4.708149999999999,0.125
-4.732799999999999,0.8125,-4.732799999999999,0.11875
-4.7574499999999995,0.75,-4.7574499999999995,0.121875
-4.782099999999999,0.8125,-4.782099999999999,0.121875
-4.806749999999999,0.8125,-4.806749999999999,0.121875
-4.8313999999999995,0.875,-4.8313999999999995,0.121875
-4.856049999999999,0.875,-4.856049999999999,0.11875
-4.880699999999999,0.75,-4.880699999999999,0.121875
-4.905349999999999,0.8125,-4.905349999999999,0.121875
-4.929999999999999,0.875,-4.929999999999999,0.11875
-4.954649999999999,0.75,-4.954649999999999,0.121875
-4.979299999999999,0.8125,-4.979299999999999,0.121875
-5.00395,0.8125,-5.00395,0.125
-5.028599999999999,0.8125,-5.028599999999999,0.121875
-5.053249999999999,0.8125,-5.053249999999999,0.11875
-5.0779,0.875,-5.0779,0.121875
-5.102549999999999,0.8125,-5.102549999999999,0.121875
-5.127199999999999,0.75,-5.127199999999999,0.121875
-5.15185,0.75,-5.15185,0.121875
-5.176499999999999,0.75,-5.176499999999999,0.121875
-5.201149999999999,0.8125,-5.201149999999999,0.121875
-5.2258,0.8125,-5.2258,0.121875
-5.250449999999999,0.8125,-5.250449999999999,0.11875
-5.275099999999999,0.8125,-5.275099999999999,0.125
-5.2997499999999995,0.75,-5.2997499999999995,0.121875
-5.324399999999999,0.875,-5.324399999999999,0.125
-5.349049999999999,0.8125,-5.349049999999999,0.121875
-5.3736999999999995,0.875,-5.3736999999999995,0.11875
-5.398349999999999,0.8125,-5.398349999999999,0.125
-5.422999999999999,0.8125,-5.422999999999999,0.11875
-5.447649999999999,0.8125,-5.447649999999999,0.121875
-5.472299999999999,0.75,-5.472299999999999,0.121875
-5.496949999999999,0.875,-5.496949999999999,0.121875
-5.521599999999999,0.8125,-5.521599999999999,0.121875
-5.546249999999999,0.8125,-5.546249999999999,0.121875
-5.570899999999999,0.8125,-5.570899999999999,0.121875
-5.595549999999999,0.75,-5.595549999999999,0.121875
-5.620199999999999,0.8125,-5.620199999999999,0.121875
-5.644849999999999,0.8125,-5.644849999999999,0.121875
-5.669499999999999,0.75,-5.669499999999999,0.121875
-5.694149999999999,0.8125,-5.694149999999999,0.121875
-5.718799999999999,0.75,-5.718799999999999,0.125
-5.743449999999999,0.75,-5.743449999999999,0.121875
-5.768099999999999,0.8125,-5.768099999999999,0.121875
-5.792749999999999,0.8125,-5.792749999999999,0.125
-5.817399999999999,0.875,-5.817399999999999,0.11875
-5.842049999999999,0.8125,-5.842049999999999,0.11875
-5.866699999999999,0.8125,-5.866699999999999,0.11875
-5.891349999999999,0.75,-5.891349999999999,0.121875
-5.9159999999999995,0.8125,-5.9159999999999995,0.121875
-5.940649999999999,0.8125,-5.940649999999999,0.121875
-5.965299999999999,0.875,-5.965299999999999,0.11875
-5.989949999999999,0.8125,-5.989949999999999,0.121875
-6.014599999999999,0.875,-6.014599999999999,0.121875
-6.039249999999999,0.8125,-6.039249999999999,0.125
-6.063899999999999,0.8125,-6.063899999999999,0.121875
-6.088549999999999,0.8125,-6.088549999999999,0.11875
-6.113199999999999,0.8125,-6.113199999999999,0.11875
-6.137849999999999,0.75,-6.137849999999999,0.121875
-6.162499999999999,0.75,-6.162499999999999,0.11875
-6.187149999999999,0.8125,-6.187149999999999,0.121875
-6.211799999999999,0.875,-6.211799999999999,0.11875
-6.236449999999999,0.75,-6.236449999999999,0.121875
-6.261099999999999,0.8125,-6.261099999999999,0.121875
-6.285749999999999,0.875,-6.285749999999999,0.121875
-6.310399999999999,0.8125,-6.310399999999999,0.121875
-6.335049999999999,0.75,-6.335049999999999,0.11875
-6.359699999999999,0.75,-6.359699999999999,0.11875
-6.384349999999999,0.75,-6.384349999999999,0.121875
-6.408999999999999,0.8125,-6.408999999999999,0.121875
-6.433649999999999,0.8125,-6.433649999999999,0.121875
-6.458299999999999,0.8125,-6.458299999999999,0.11875
-6.482949999999999,0.8125,-6.482949999999999,0.121875
-6.507599999999999,0.75,-6.507599999999999,0.121875
-6.532249999999999,0.75,-6.532249999999999,0.125
-6.556899999999999,0.8125,-6.556899999999999,0.11875
-6.581549999999999,0.75,-6.581549999999999,0.121875
-6.6061999999999985,0.8125,-6.6061999999999985,0.125
-6.630849999999999,0.8125,-6.630849999999999,0.11875
