Channel 1 Time,Channel 1 Voltage,Channel 2 Time,Channel 2 Voltage,Channel 3 Time,Channel 3 Voltage
-0.0992,0.046625,-0.0992,0.4115,-0.0992,-3.375
-0.1984,0.031,-0.1984,0.5365,-0.1984,-3.375
-0.2976,0.015375,-0.2976,0.599,-0.2976,-3.34375
-0.3968,0.015375,-0.3968,0.7865,-0.3968,-3.375
-0.496,-0.015875,-0.496,2.4115,-0.496,-3.40625
-0.5952,-0.015875,-0.5952,2.224,-0.5952,-3.40625
-0.6943999999999999,-0.0315,-0.6943999999999999,2.224,-0.6943999999999999,-3.375
-0.7936,-0.047125,-0.7936,2.099,-0.7936,-3.375
-0.8927999999999999,-0.047125,-0.8927999999999999,1.974,-0.8927999999999999,-3.34375
-0.9919999999999999,-0.06275,-0.9919999999999999,1.9115,-0.9919999999999999,-3.375
-1.0912,-0.078375,-1.0912,1.724,-1.0912,-3.375
-1.1904,-0.094,-1.1904,1.599,-1.1904,-3.40625
-1.2895999999999999,-0.109625,-1.2895999999999999,1.474,-1.2895999999999999,-3.40625
-1.3887999999999998,-0.109625,-1.3887999999999998,1.4115,-1.3887999999999998,-3.40625
-1.488,-0.109625,-1.488,1.349,-1.488,-3.375
-1.5872,-0.12525,-1.5872,1.1615,-1.5872,-3.40625
-1.6864,-0.140875,-1.6864,1.099,-1.6864,-3.40625
-1.7855999999999999,-0.140875,-1.7855999999999999,0.974,-1.7855999999999999,-3.34375
-1.8847999999999998,-0.172125,-1.8847999999999998,0.9115,-1.8847999999999998,-3.40625
-1.984,-0.172125,-1.984,0.7865,-1.984,-3.34375
-2.0832,-0.18775,-2.0832,0.724,-2.0832,-3.40625
-2.1824,-0.172125,-2.1824,0.6615,-2.1824,-3.375
-2.2816,-0.18775,-2.2816,0.474,-2.2816,-3.375
-2.3808000000000002,-0.203375,-2.3808000000000002,0.349,-2.3808000000000002,-3.40625
-2.48,-0.219,-2.48,0.224,-2.48,-3.40625
-2.5792,-0.203375,-2.5792,0.224,-2.5792,-3.375
-2.6784,-0.219,-2.6784,0.0365,-2.6784,-3.375
-2.7776,-0.219,-2.7776,-0.151,-2.7776,-3.40625
-2.8768000000000002,-0.25025,-2.8768000000000002,-0.151,-2.8768000000000002,-3.375
-2.976,-0.234625,-2.976,-0.276,-2.976,-3.34375
-3.0752,-0.234625,-3.0752,-0.3385,-3.0752,-3.34375
-3.1744,-0.25025,-3.1744,-0.401,-3.1744,-3.375
-3.2736,-0.25025,-3.2736,-0.526,-3.2736,-3.34375
-3.3728000000000002,-0.25025,-3.3728000000000002,-0.5885,-3.3728000000000002,-3.375
-3.472,-0.25025,-3.472,-0.651,-3.472,-3.375
-3.5712,-0.265875,-3.5712,-0.7135,-3.5712,-3.375
-3.6704,-0.25025,-3.6704,-0.776,-3.6704,-3.375
-3.7696,-0.265875,-3.7696,-0.901,-3.7696,-3.375
-3.8688000000000002,-0.265875,-3.8688000000000002,-0.8385,-3.8688000000000002,-3.40625
-3.968,-0.265875,-3.968,-1.026,-3.968,-3.40625
-4.0672,-0.25025,-4.0672,-1.026,-4.0672,-3.375
-4.166399999999999,-0.25025,-4.166399999999999,-1.026,-4.166399999999999,-3.34375
-4.265599999999999,-0.265875,-4.265599999999999,-1.0885,-4.265599999999999,-3.34375
-4.3648,-0.25025,-4.3648,-1.151,-4.3648,-3.375
-4.4639999999999995,-0.265875,-4.4639999999999995,-1.151,-4.4639999999999995,-3.34375
-4.563199999999999,-0.25025,-4.563199999999999,-1.151,-4.563199999999999,-3.375
-4.6624,-0.219,-4.6624,-1.2135,-4.6624,-3.375
-4.7616,-0.234625,-4.7616,-1.2135,-4.7616,-3.34375
-4.860799999999999,-0.25025,-4.860799999999999,-1.3385,-4.860799999999999,-3.34375
-4.96,-0.234625,-4.96,-1.3385,-4.96,-3.34375
-5.0592,-0.219,-5.0592,-1.276,-5.0592,-3.375
-5.158399999999999,-0.219,-5.158399999999999,-1.3385,-5.158399999999999,-3.40625
-5.257599999999999,-0.219,-5.257599999999999,-1.2135,-5.257599999999999,-3.375
-5.3568,-0.203375,-5.3568,-1.2135,-5.3568,-3.375
-5.4559999999999995,-0.18775,-5.4559999999999995,-1.2135,-5.4559999999999995,-3.375
-5.555199999999999,-0.18775,-5.555199999999999,-1.2135,-5.555199999999999,-3.34375
-5.6544,-0.18775,-5.6544,-1.151,-5.6544,-3.375
-5.7536,-0.172125,-5.7536,-1.151,-5.7536,-3.375
-5.852799999999999,-0.172125,-5.852799999999999,-1.026,-5.852799999999999,-3.375
-5.952,-0.140875,-5.952,-0.9635,-5.952,-3.34375
-6.0512,-0.1565,-6.0512,-0.9635,-6.0512,-3.375
-6.150399999999999,-0.12525,-6.150399999999999,-0.9635,-6.150399999999999,-3.375
-6.249599999999999,-0.109625,-6.249599999999999,-0.901,-6.249599999999999,-3.375
-6.3488,-0.12525,-6.3488,-0.776,-6.3488,-3.375
-6.4479999999999995,-0.109625,-6.4479999999999995,-0.776,-6.4479999999999995,-3.375
