Channel 1 Time,Channel 1 Voltage,Channel 2 Time,Channel 2 Voltage,Channel 3 Time,Channel 3 Voltage,Channel 4 Time,Channel 4 Voltage
-0.0496,0.175,-0.0496,-0.001125,-0.0496,3.1995,-0.0496,-0.009375
-0.0992,0.20625,-0.0992,-0.001,-0.0992,3.23075,-0.0992,0.005
-0.1488,0.2375,-0.1488,0.00075,-0.1488,3.23075,-0.1488,-0.010625
-0.1984,0.2375,-0.1984,-0.000125,-0.1984,3.262,-0.1984,-0.0075
-0.248,0.2375,-0.248,0.000875,-0.248,3.1995,-0.248,-0.008125
-0.2976,0.26875,-0.2976,0.00125,-0.2976,3.23075,-0.2976,-0.011875
-0.34719999999999995,0.2375,-0.34719999999999995,0.001125,-0.34719999999999995,3.1995,-0.34719999999999995,-0.003125
-0.3968,0.26875,-0.3968,0.002125,-0.3968,3.1995,-0.3968,-0.010625
-0.44639999999999996,0.3625,-0.44639999999999996,0.00325,-0.44639999999999996,3.23075,-0.44639999999999996,-0.02125
-0.49599999999999994,0.33125,-0.49599999999999994,0.0015,-0.49599999999999994,3.23075,-0.49599999999999994,-0.011875
-0.5456,0.33125,-0.5456,0.000375,-0.5456,3.23075,-0.5456,-0.0225
-0.5952,0.39375,-0.5952,0.003125,-0.5952,3.23075,-0.5952,-0.014375
-0.6447999999999999,0.39375,-0.6447999999999999,0.001625,-0.6447999999999999,3.1995,-0.6447999999999999,-0.0175
-0.6943999999999999,0.425,-0.6943999999999999,0.00075,-0.6943999999999999,3.23075,-0.6943999999999999,-0.01875
-0.744,0.425,-0.744,0.00225,-0.744,3.1995,-0.744,-0.021875
-0.7936,0.39375,-0.7936,0.001875,-0.7936,3.1995,-0.7936,-0.0225
-0.8432,0.45625,-0.8432,0.002875,-0.8432,3.262,-0.8432,-0.01875
-0.8927999999999999,0.425,-0.8927999999999999,0.001,-0.8927999999999999,3.1995,-0.8927999999999999,-0.01125
-0.9423999999999999,0.45625,-0.9423999999999999,0.00175,-0.9423999999999999,3.1995,-0.9423999999999999,-0.024375
-0.992,0.4875,-0.992,0.003,-0.992,3.1995,-0.992,-0.028125
-1.0416,0.45625,-1.0416,0.0035,-1.0416,3.1995,-1.0416,-0.031875
-1.0912,0.51875,-1.0912,0.003125,-1.0912,3.1995,-1.0912,-0.0325
-1.1408,0.51875,-1.1408,0.0055,-1.1408,3.23075,-1.1408,-0.03
-1.1904000000000001,0.51875,-1.1904000000000001,0.00525,-1.1904000000000001,3.1995,-1.1904000000000001,-0.02625
-1.24,0.51875,-1.24,0.004125,-1.24,3.23075,-1.24,-0.023125
-1.2896,0.55,-1.2896,0.003125,-1.2896,3.23075,-1.2896,-0.025
-1.3392,0.55,-1.3392,0.0055,-1.3392,3.1995,-1.3392,-0.04375
-1.3888,0.58125,-1.3888,0.005,-1.3888,3.1995,-1.3888,-0.03375
-1.4384000000000001,0.6125,-1.4384000000000001,0.002125,-1.4384000000000001,3.1995,-1.4384000000000001,-0.024375
-1.488,0.6125,-1.488,0.003125,-1.488,3.23075,-1.488,-0.028125
