Channel 1 Time,Channel 1 Voltage,Channel 2 Time,Channel 2 Voltage,Channel 3 Time,Channel 3 Voltage,Channel 4 Time,Channel 4 Voltage
-0.0496,0.175,-0.0496,0.001,-0.0496,3.10575,-0.0496,-0.011875
-0.0992,0.175,-0.0992,0.000125,-0.0992,3.10575,-0.0992,-0.01125
-0.1488,0.20625,-0.1488,-0.0015,-0.1488,3.10575,-0.1488,-0.009375
-0.1984,0.20625,-0.1984,0.0,-0.1984,3.10575,-0.1984,-0.00625
-0.248,0.2375,-0.248,0.000375,-0.248,3.137,-0.248,-0.0125
-0.2976,0.2375,-0.2976,-0.000125,-0.2976,3.137,-0.2976,-0.005
-0.34719999999999995,0.26875,-0.34719999999999995,-0.000875,-0.34719999999999995,3.137,-0.34719999999999995,-0.003125
-0.3968,0.26875,-0.3968,0.00075,-0.3968,3.137,-0.3968,-0.01375
-0.44639999999999996,0.3,-0.44639999999999996,0.0015,-0.44639999999999996,3.10575,-0.44639999999999996,-0.01875
-0.49599999999999994,0.33125,-0.49599999999999994,0.000875,-0.49599999999999994,3.137,-0.49599999999999994,-0.01125
-0.5456,0.33125,-0.5456,0.001875,-0.5456,3.137,-0.5456,-0.02
-0.5952,0.33125,-0.5952,0.002,-0.5952,3.0745,-0.5952,-0.0175
-0.6447999999999999,0.3625,-0.6447999999999999,0.00075,-0.6447999999999999,3.137,-0.6447999999999999,-0.02
-0.6943999999999999,0.3625,-0.6943999999999999,0.00325,-0.6943999999999999,3.10575,-0.6943999999999999,-0.019375
-0.744,0.3625,-0.744,0.001875,-0.744,3.10575,-0.744,-0.02125
-0.7936,0.425,-0.7936,0.00275,-0.7936,3.137,-0.7936,-0.026875
-0.8432,0.45625,-0.8432,0.0005,-0.8432,3.137,-0.8432,-0.01125
-0.8927999999999999,0.425,-0.8927999999999999,0.0035,-0.8927999999999999,3.10575,-0.8927999999999999,-0.02375
-0.9423999999999999,0.45625,-0.9423999999999999,0.002875,-0.9423999999999999,3.10575,-0.9423999999999999,-0.020625
-0.992,0.45625,-0.992,0.000875,-0.992,3.137,-0.992,-0.014375
-1.0416,0.4875,-1.0416,0.001875,-1.0416,3.0745,-1.0416,-0.02
-1.0912,0.4875,-1.0912,0.003375,-1.0912,3.137,-1.0912,-0.029375
-1.1408,0.4875,-1.1408,0.004,-1.1408,3.10575,-1.1408,-0.02875
-1.1904000000000001,0.4875,-1.1904000000000001,0.003875,-1.1904000000000001,3.10575,-1.1904000000000001,-0.035625
-1.24,0.51875,-1.24,0.002125,-1.24,3.0745,-1.24,-0.0275
-1.2896,0.55,-1.2896,0.003375,-1.2896,3.137,-1.2896,-0.02625
-1.3392,0.55,-1.3392,0.0055,-1.3392,3.10575,-1.3392,-0.0375
-1.3888,0.55,-1.3888,0.001875,-1.3888,3.0745,-1.3888,-0.0275
-1.4384000000000001,0.55,-1.4384000000000001,0.0025,-1.4384000000000001,3.137,-1.4384000000000001,-0.03375
-1.488,0.58125,-1.488,0.002375,-1.488,3.137,-1.488,-0.035625
-1.5376,0.55,-1.5376,0.003625,-1.5376,3.10575,-1.5376,-0.030625
-1.5872,0.6125,-1.5872,0.00475,-1.5872,3.137,-1.5872,-0.039375
-1.6368,0.6125,-1.6368,0.006125,-1.6368,3.10575,-1.6368,-0.035625
-1.6864000000000001,0.6125,-1.6864000000000001,0.003625,-1.6864000000000001,3.10575,-1.6864000000000001,-0.03375
-1.736,0.6125,-1.736,0.006375,-1.736,3.137,-1.736,-0.035
-1.7856,0.6125,-1.7856,0.003125,-1.7856,3.0745,-1.7856,-0.025625
-1.8352,0.6125,-1.8352,0.00625,-1.8352,3.0745,-1.8352,-0.036875
-1.8848,0.6125,-1.8848,0.004625,-1.8848,3.0745,-1.8848,-0.03625
-1.9344000000000001,0.6125,-1.9344000000000001,0.007,-1.9344000000000001,3.10575,-1.9344000000000001,-0.035625
-1.984,0.675,-1.984,0.007125,-1.984,3.137,-1.984,-0.049375
-2.0336,0.675,-2.0336,0.004625,-2.0336,3.10575,-2.0336,-0.02875
-2.0831999999999997,0.64375,-2.0831999999999997,0.005875,-2.0831999999999997,3.10575,-2.0831999999999997,-0.033125
-2.1327999999999996,0.675,-2.1327999999999996,0.006375,-2.1327999999999996,3.10575,-2.1327999999999996,-0.039375
-2.1824,0.675,-2.1824,0.00725,-2.1824,3.10575,-2.1824,-0.040625
-2.2319999999999998,0.64375,-2.2319999999999998,0.005,-2.2319999999999998,3.10575,-2.2319999999999998,-0.033125
-2.2815999999999996,0.675,-2.2815999999999996,0.006625,-2.2815999999999996,3.10575,-2.2815999999999996,-0.036875
-2.3312,0.675,-2.3312,0.005875,-2.3312,3.10575,-2.3312,-0.04
-2.3808,0.675,-2.3808,0.005125,-2.3808,3.10575,-2.3808,-0.044375
-2.4303999999999997,0.675,-2.4303999999999997,0.006875,-2.4303999999999997,3.0745,-2.4303999999999997,-0.036875
-2.48,0.675,-2.48,0.008,-2.48,3.0745,-2.48,-0.043125
-2.5296,0.675,-2.5296,0.006375,-2.5296,3.04325,-2.5296,-0.03875
-2.5791999999999997,0.675,-2.5791999999999997,0.005125,-2.5791999999999997,3.10575,-2.5791999999999997,-0.039375
-2.6287999999999996,0.675,-2.6287999999999996,0.007375,-2.6287999999999996,3.10575,-2.6287999999999996,-0.048125
-2.6784,0.64375,-2.6784,0.0065,-2.6784,3.10575,-2.6784,-0.04375
-2.7279999999999998,0.675,-2.7279999999999998,0.005875,-2.7279999999999998,3.10575,-2.7279999999999998,-0.038125
-2.7775999999999996,0.70625,-2.7775999999999996,0.005125,-2.7775999999999996,3.137,-2.7775999999999996,-0.04375
-2.8272,0.64375,-2.8272,0.006375,-2.8272,3.137,-2.8272,-0.04375
-2.8768,0.64375,-2.8768,0.004,-2.8768,3.10575,-2.8768,-0.03875
-2.9263999999999997,0.64375,-2.9263999999999997,0.0055,-2.9263999999999997,3.10575,-2.9263999999999997,-0.03125
-2.976,0.675,-2.976,0.007625,-2.976,3.10575,-2.976,-0.045
-3.0256,0.64375,-3.0256,0.00875,-3.0256,3.10575,-3.0256,-0.04875
-3.0751999999999997,0.675,-3.0751999999999997,0.0075,-3.0751999999999997,3.0745,-3.0751999999999997,-0.038125
-3.1247999999999996,0.64375,-3.1247999999999996,0.007875,-3.1247999999999996,3.0745,-3.1247999999999996,-0.0425
-3.1744,0.6125,-3.1744,0.004875,-3.1744,3.10575,-3.1744,-0.03
-3.2239999999999998,0.64375,-3.2239999999999998,0.00475,-3.2239999999999998,3.10575,-3.2239999999999998,-0.033125
-3.2735999999999996,0.6125,-3.2735999999999996,0.00375,-3.2735999999999996,3.0745,-3.2735999999999996,-0.0325
-3.3232,0.6125,-3.3232,0.008,-3.3232,3.137,-3.3232,-0.050625
-3.3728,0.64375,-3.3728,0.008,-3.3728,3.0745,-3.3728,-0.038125
-3.4223999999999997,0.58125,-3.4223999999999997,0.005875,-3.4223999999999997,3.10575,-3.4223999999999997,-0.031875
-3.4719999999999995,0.6125,-3.4719999999999995,0.004375,-3.4719999999999995,3.0745,-3.4719999999999995,-0.036875
-3.5216,0.58125,-3.5216,0.005625,-3.5216,3.10575,-3.5216,-0.0325
-3.5711999999999997,0.58125,-3.5711999999999997,0.00475,-3.5711999999999997,3.10575,-3.5711999999999997,-0.04
-3.6207999999999996,0.58125,-3.6207999999999996,0.005875,-3.6207999999999996,3.10575,-3.6207999999999996,-0.028125
-3.6704,0.51875,-3.6704,0.006875,-3.6704,3.0745,-3.6704,-0.031875
-3.7199999999999998,0.55,-3.7199999999999998,0.006375,-3.7199999999999998,3.0745,-3.7199999999999998,-0.036875
-3.7695999999999996,0.55,-3.7695999999999996,0.004125,-3.7695999999999996,3.0745,-3.7695999999999996,-0.03
-3.8192,0.55,-3.8192,0.006,-3.8192,3.0745,-3.8192,-0.040625
-3.8688,0.51875,-3.8688,0.00575,-3.8688,3.0745,-3.8688,-0.030625
-3.9183999999999997,0.51875,-3.9183999999999997,0.003625,-3.9183999999999997,3.10575,-3.9183999999999997,-0.029375
-3.9679999999999995,0.4875,-3.9679999999999995,0.006125,-3.9679999999999995,3.0745,-3.9679999999999995,-0.03
-4.0176,0.45625,-4.0176,0.005375,-4.0176,3.0745,-4.0176,-0.026875
-4.0672,0.45625,-4.0672,0.007,-4.0672,3.0745,-4.0672,-0.0275
-4.1168,0.45625,-4.1168,0.003125,-4.1168,3.0745,-4.1168,-0.025625
-4.166399999999999,0.45625,-4.166399999999999,0.0035,-4.166399999999999,3.0745,-4.166399999999999,-0.018125
-4.215999999999999,0.45625,-4.215999999999999,0.005625,-4.215999999999999,3.0745,-4.215999999999999,-0.028125
-4.2656,0.39375,-4.2656,0.004375,-4.2656,3.10575,-4.2656,-0.03125
-4.3152,0.39375,-4.3152,0.003375,-4.3152,3.137,-4.3152,-0.016875
-4.3648,0.425,-4.3648,0.005,-4.3648,3.137,-4.3648,-0.029375
-4.4144,0.3625,-4.4144,0.004625,-4.4144,3.10575,-4.4144,-0.02625
-4.4639999999999995,0.39375,-4.4639999999999995,0.004375,-4.4639999999999995,3.137,-4.4639999999999995,-0.01625
-4.513599999999999,0.3625,-4.513599999999999,0.002875,-4.513599999999999,3.10575,-4.513599999999999,-0.009375
-4.5632,0.33125,-4.5632,0.002875,-4.5632,3.10575,-4.5632,-0.011875
-4.6128,0.33125,-4.6128,0.005375,-4.6128,3.137,-4.6128,-0.02625
-4.6624,0.3,-4.6624,0.002375,-4.6624,3.137,-4.6624,-0.019375
-4.712,0.33125,-4.712,0.002125,-4.712,3.137,-4.712,-0.01875
-4.7616,0.33125,-4.7616,0.003875,-4.7616,3.10575,-4.7616,-0.014375
-4.8111999999999995,0.3,-4.8111999999999995,0.005375,-4.8111999999999995,3.10575,-4.8111999999999995,-0.02
-4.860799999999999,0.26875,-4.860799999999999,0.00475,-4.860799999999999,3.10575,-4.860799999999999,-0.018125
