Channel 1 Time,Channel 1 Voltage,Channel 2 Time,Channel 2 Voltage,Channel 3 Time,Channel 3 Voltage,Channel 4 Time,Channel 4 Voltage
-0.0496,0.175,-0.0496,0.000375,-0.0496,0.512,-0.0496,-0.010625
-0.0992,0.20625,-0.0992,-0.00075,-0.0992,0.48075,-0.0992,-0.00375
-0.1488,0.2375,-0.1488,-0.00125,-0.1488,0.512,-0.1488,-0.006875
-0.1984,0.2375,-0.1984,0.000375,-0.1984,0.48075,-0.1984,-0.011875
-0.248,0.20625,-0.248,0.000125,-0.248,0.48075,-0.248,-0.0225
-0.2976,0.3,-0.2976,-0.0005,-0.2976,0.48075,-0.2976,-0.00875
-0.34719999999999995,0.26875,-0.34719999999999995,-0.001625,-0.34719999999999995,0.48075,-0.34719999999999995,-0.01375
-0.3968,0.3,-0.3968,-0.0025,-0.3968,0.48075,-0.3968,-0.015625
-0.44639999999999996,0.3625,-0.44639999999999996,-0.001375,-0.44639999999999996,0.512,-0.44639999999999996,-0.016875
-0.49599999999999994,0.3625,-0.49599999999999994,-0.001375,-0.49599999999999994,0.48075,-0.49599999999999994,-0.0175
-0.5456,0.3625,-0.5456,0.00075,-0.5456,0.48075,-0.5456,-0.010625
-0.5952,0.3625,-0.5952,0.000125,-0.5952,0.54325,-0.5952,-0.01625
-0.6447999999999999,0.425,-0.6447999999999999,-0.002,-0.6447999999999999,0.48075,-0.6447999999999999,-0.016875
-0.6943999999999999,0.3625,-0.6943999999999999,-0.002125,-0.6943999999999999,0.48075,-0.6943999999999999,-0.0125
-0.744,0.39375,-0.744,-0.001125,-0.744,0.48075,-0.744,-0.018125
-0.7936,0.425,-0.7936,-0.002125,-0.7936,0.48075,-0.7936,-0.0075
-0.8432,0.425,-0.8432,0.00125,-0.8432,0.48075,-0.8432,-0.021875
-0.8927999999999999,0.45625,-0.8927999999999999,0.00125,-0.8927999999999999,0.48075,-0.8927999999999999,-0.0325
-0.9423999999999999,0.45625,-0.9423999999999999,-0.00275,-0.9423999999999999,0.48075,-0.9423999999999999,-0.015625
-0.992,0.45625,-0.992,0.0,-0.992,0.512,-0.992,-0.03375
-1.0416,0.4875,-1.0416,-0.002625,-1.0416,0.48075,-1.0416,-0.015625
-1.0912,0.4875,-1.0912,-0.001375,-1.0912,0.48075,-1.0912,-0.01625
-1.1408,0.4875,-1.1408,-0.000375,-1.1408,0.48075,-1.1408,-0.030625
-1.1904000000000001,0.51875,-1.1904000000000001,-0.002375,-1.1904000000000001,0.48075,-1.1904000000000001,-0.018125
-1.24,0.55,-1.24,-0.0015,-1.24,0.512,-1.24,-0.03
-1.2896,0.55,-1.2896,-0.000875,-1.2896,0.512,-1.2896,-0.0225
-1.3392,0.51875,-1.3392,0.000625,-1.3392,0.48075,-1.3392,-0.034375
-1.3888,0.58125,-1.3888,-0.001875,-1.3888,0.48075,-1.3888,-0.02625
-1.4384000000000001,0.58125,-1.4384000000000001,-0.003875,-1.4384000000000001,0.48075,-1.4384000000000001,-0.02375
-1.488,0.58125,-1.488,0.001125,-1.488,0.48075,-1.488,-0.0375
-1.5376,0.6125,-1.5376,-0.00325,-1.5376,0.48075,-1.5376,-0.030625
-1.5872,0.58125,-1.5872,-0.0005,-1.5872,0.48075,-1.5872,-0.028125
-1.6368,0.675,-1.6368,0.000125,-1.6368,0.48075,-1.6368,-0.031875
-1.6864000000000001,0.64375,-1.6864000000000001,-0.003625,-1.6864000000000001,0.512,-1.6864000000000001,-0.016875
-1.736,0.64375,-1.736,-0.0005,-1.736,0.512,-1.736,-0.03
-1.7856,0.64375,-1.7856,-0.002125,-1.7856,0.48075,-1.7856,-0.025625
-1.8352,0.64375,-1.8352,-0.002125,-1.8352,0.512,-1.8352,-0.019375
