Channel 1 Time,Channel 1 Voltage,Channel 2 Time,Channel 2 Voltage,Channel 3 Time,Channel 3 Voltage,Channel 4 Time,Channel 4 Voltage
-0.0496,0.175,-0.0496,-0.000875,-0.0496,-0.988,-0.0496,-0.024375
-0.0992,0.175,-0.0992,-0.001375,-0.0992,-0.988,-0.0992,-0.009375
-0.1488,0.20625,-0.1488,0.000375,-0.1488,-1.01925,-0.1488,-0.0125
-0.1984,0.20625,-0.1984,0.00275,-0.1984,-1.01925,-0.1984,-0.01625
-0.248,0.2375,-0.248,0.0005,-0.248,-1.01925,-0.248,-0.02375
-0.2976,0.26875,-0.2976,0.00175,-0.2976,-1.01925,-0.2976,-0.014375
-0.34719999999999995,0.2375,-0.34719999999999995,0.002125,-0.34719999999999995,-1.01925,-0.34719999999999995,-0.02375
-0.3968,0.3,-0.3968,-0.00275,-0.3968,-0.988,-0.3968,-0.028125
-0.44639999999999996,0.26875,-0.44639999999999996,0.002,-0.44639999999999996,-1.01925,-0.44639999999999996,-0.02
-0.49599999999999994,0.3625,-0.49599999999999994,0.000375,-0.49599999999999994,-0.988,-0.49599999999999994,-0.01625
-0.5456,0.3,-0.5456,0.003125,-0.5456,-0.988,-0.5456,-0.02
-0.5952,0.3625,-0.5952,0.003125,-0.5952,-0.988,-0.5952,-0.031875
-0.6447999999999999,0.39375,-0.6447999999999999,-0.000875,-0.6447999999999999,-0.988,-0.6447999999999999,-0.01625
-0.6943999999999999,0.3625,-0.6943999999999999,0.001125,-0.6943999999999999,-0.95675,-0.6943999999999999,-0.023125
-0.744,0.39375,-0.744,-0.003875,-0.744,-0.988,-0.744,-0.02875
-0.7936,0.39375,-0.7936,0.001875,-0.7936,-1.01925,-0.7936,-0.028125
-0.8432,0.4875,-0.8432,0.001,-0.8432,-1.01925,-0.8432,-0.020625
-0.8927999999999999,0.425,-0.8927999999999999,0.000125,-0.8927999999999999,-1.01925,-0.8927999999999999,-0.019375
-0.9423999999999999,0.51875,-0.9423999999999999,-0.004875,-0.9423999999999999,-0.988,-0.9423999999999999,-0.018125
-0.992,0.45625,-0.992,-0.00075,-0.992,-1.01925,-0.992,-0.0175
-1.0416,0.45625,-1.0416,-0.002875,-1.0416,-0.988,-1.0416,-0.023125
-1.0912,0.4875,-1.0912,-0.004625,-1.0912,-0.988,-1.0912,-0.025625
-1.1408,0.51875,-1.1408,-0.000875,-1.1408,-1.01925,-1.1408,-0.034375
-1.1904000000000001,0.4875,-1.1904000000000001,-0.006875,-1.1904000000000001,-0.988,-1.1904000000000001,-0.029375
-1.24,0.51875,-1.24,-0.005375,-1.24,-1.01925,-1.24,-0.029375
-1.2896,0.51875,-1.2896,-0.007375,-1.2896,-1.01925,-1.2896,-0.02375
-1.3392,0.55,-1.3392,-0.00475,-1.3392,-1.01925,-1.3392,-0.02625
-1.3888,0.58125,-1.3888,-0.006375,-1.3888,-0.988,-1.3888,-0.025
-1.4384000000000001,0.58125,-1.4384000000000001,-0.00325,-1.4384000000000001,-1.01925,-1.4384000000000001,-0.038125
-1.488,0.58125,-1.488,-0.00225,-1.488,-1.01925,-1.488,-0.020625
-1.5376,0.6125,-1.5376,-0.00675,-1.5376,-0.988,-1.5376,-0.021875
-1.5872,0.58125,-1.5872,-0.007875,-1.5872,-0.988,-1.5872,-0.03
-1.6368,0.58125,-1.6368,-0.00575,-1.6368,-0.988,-1.6368,-0.03375
-1.6864000000000001,0.64375,-1.6864000000000001,-0.003625,-1.6864000000000001,-0.988,-1.6864000000000001,-0.01875
-1.736,0.6125,-1.736,-0.00925,-1.736,-0.988,-1.736,-0.029375
-1.7856,0.6125,-1.7856,-0.006875,-1.7856,-1.01925,-1.7856,-0.026875
-1.8352,0.6125,-1.8352,-0.002625,-1.8352,-0.988,-1.8352,-0.031875
-1.8848,0.64375,-1.8848,-0.008375,-1.8848,-1.01925,-1.8848,-0.020625
-1.9344000000000001,0.675,-1.9344000000000001,-0.004625,-1.9344000000000001,-0.988,-1.9344000000000001,-0.025625
-1.984,0.64375,-1.984,-0.006125,-1.984,-1.01925,-1.984,-0.02625
-2.0336,0.64375,-2.0336,-0.006875,-2.0336,-0.988,-2.0336,-0.026875
-2.0831999999999997,0.70625,-2.0831999999999997,-0.008125,-2.0831999999999997,-0.988,-2.0831999999999997,-0.021875
-2.1327999999999996,0.64375,-2.1327999999999996,-0.010375,-2.1327999999999996,-1.01925,-2.1327999999999996,-0.016875
-2.1824,0.675,-2.1824,-0.009625,-2.1824,-1.01925,-2.1824,-0.02125
-2.2319999999999998,0.70625,-2.2319999999999998,-0.00775,-2.2319999999999998,-1.01925,-2.2319999999999998,-0.03125
-2.2815999999999996,0.675,-2.2815999999999996,-0.009625,-2.2815999999999996,-1.01925,-2.2815999999999996,-0.02
-2.3312,0.64375,-2.3312,-0.00875,-2.3312,-1.01925,-2.3312,-0.024375
-2.3808,0.675,-2.3808,-0.009125,-2.3808,-1.01925,-2.3808,-0.0275
-2.4303999999999997,0.7375,-2.4303999999999997,-0.008125,-2.4303999999999997,-0.988,-2.4303999999999997,-0.0225
-2.48,0.675,-2.48,-0.00975,-2.48,-1.01925,-2.48,-0.020625
-2.5296,0.70625,-2.5296,-0.00725,-2.5296,-0.988,-2.5296,-0.03125
-2.5791999999999997,0.70625,-2.5791999999999997,-0.008125,-2.5791999999999997,-0.988,-2.5791999999999997,-0.019375
-2.6287999999999996,0.70625,-2.6287999999999996,-0.00325,-2.6287999999999996,-1.01925,-2.6287999999999996,-0.031875
-2.6784,0.64375,-2.6784,-0.00825,-2.6784,-1.01925,-2.6784,-0.024375
-2.7279999999999998,0.70625,-2.7279999999999998,-0.008,-2.7279999999999998,-0.988,-2.7279999999999998,-0.033125
-2.7775999999999996,0.675,-2.7775999999999996,-0.01175,-2.7775999999999996,-1.01925,-2.7775999999999996,-0.015625
-2.8272,0.675,-2.8272,-0.009125,-2.8272,-1.01925,-2.8272,-0.014375
-2.8768,0.675,-2.8768,-0.01,-2.8768,-0.988,-2.8768,-0.018125
-2.9263999999999997,0.675,-2.9263999999999997,-0.007125,-2.9263999999999997,-1.01925,-2.9263999999999997,-0.035625
-2.976,0.6125,-2.976,-0.0095,-2.976,-0.988,-2.976,-0.0325
-3.0256,0.70625,-3.0256,-0.007625,-3.0256,-1.01925,-3.0256,-0.026875
-3.0751999999999997,0.64375,-3.0751999999999997,-0.01075,-3.0751999999999997,-1.01925,-3.0751999999999997,-0.021875
-3.1247999999999996,0.675,-3.1247999999999996,-0.011,-3.1247999999999996,-1.01925,-3.1247999999999996,-0.01875
-3.1744,0.675,-3.1744,-0.011875,-3.1744,-1.01925,-3.1744,-0.018125
-3.2239999999999998,0.64375,-3.2239999999999998,-0.0095,-3.2239999999999998,-0.988,-3.2239999999999998,-0.02
-3.2735999999999996,0.64375,-3.2735999999999996,-0.006875,-3.2735999999999996,-0.988,-3.2735999999999996,-0.025625
-3.3232,0.64375,-3.3232,-0.00775,-3.3232,-1.01925,-3.3232,-0.025
-3.3728,0.6125,-3.3728,-0.008375,-3.3728,-0.988,-3.3728,-0.026875
-3.4223999999999997,0.6125,-3.4223999999999997,-0.011,-3.4223999999999997,-0.988,-3.4223999999999997,-0.005
-3.4719999999999995,0.6125,-3.4719999999999995,-0.008,-3.4719999999999995,-1.01925,-3.4719999999999995,-0.025625
-3.5216,0.58125,-3.5216,-0.007625,-3.5216,-1.01925,-3.5216,-0.016875
-3.5711999999999997,0.55,-3.5711999999999997,-0.0085,-3.5711999999999997,-0.988,-3.5711999999999997,-0.023125
-3.6207999999999996,0.58125,-3.6207999999999996,-0.00775,-3.6207999999999996,-1.01925,-3.6207999999999996,-0.00875
-3.6704,0.58125,-3.6704,-0.009,-3.6704,-0.988,-3.6704,-0.014375
-3.7199999999999998,0.58125,-3.7199999999999998,-0.01025,-3.7199999999999998,-1.01925,-3.7199999999999998,-0.014375
-3.7695999999999996,0.55,-3.7695999999999996,-0.009125,-3.7695999999999996,-0.988,-3.7695999999999996,-0.015
