Angle,Voltage,Voltage_std
0,-0.022816566566566564,0.025344131931211808
1,-0.022347347347347345,0.026340473439395166
2,-0.021721721721721723,0.02608322446011757
3,-0.023911411411411416,0.026265884367207233
4,-0.022284784784784788,0.026012901121433618
5,-0.02406781781781782,0.02576468827688097
6,-0.02187812812812813,0.02612112483723398
7,-0.022503753753753755,0.025315235720470914
8,-0.02316066066066066,0.02655001397751365
9,-0.021815565565565565,0.02586532612496905
10,-0.023223223223223226,0.026613109623361313
11,-0.02234734734734735,0.02645157426792822
12,-0.02284784784784785,0.025203707063100766
13,-0.024568318318318322,0.025156102226975244
14,-0.025131381381381383,0.025826671497782058
15,-0.024974974974974973,0.024921661533452426
16,-0.022409909909909913,0.026257500799583573
17,-0.02303553553553554,0.025481248645249106
18,-0.02112737737737738,0.025786441093586406
19,-0.02316066066066066,0.026513169597882674
20,-0.02106481481481481,0.025678178665947887
21,-0.02303553553553554,0.025748390106598316
22,-0.025256506506506505,0.025220590018248508
23,-0.022972972972972974,0.026210167266509554
24,-0.021346346346346346,0.026457899285445223
25,-0.0230980980980981,0.02550899783128971
26,-0.02453703703703704,0.025909777521253063
27,-0.0254441941941942,0.02544181818264499
28,-0.022034534534534533,0.025819509690139315
29,-0.024474474474474473,0.02569642543972758
30,-0.02538163163163163,0.024954033125121282
31,-0.024036536536536538,0.026352506921305495
32,-0.02556931931931932,0.026166712326371997
33,-0.024192942942942944,0.026227633547639347
34,-0.02300425425425426,0.026922699552061825
35,-0.022065815815815813,0.024593812040853102
36,-0.02362987987987988,0.02543185482471562
37,-0.0251001001001001,0.025510723961248472
38,-0.024568318318318322,0.026221588843856718
39,-0.023254504504504503,0.025881512850626932
40,-0.022660160160160158,0.026847687007860596
41,-0.02287912912912913,0.025372571010877955
42,-0.024849849849849854,0.025648056461996405
43,-0.023536036036036035,0.025276243118170703
44,-0.024599599599599602,0.024816250948743065
45,-0.023254504504504506,0.02606967793889229
46,-0.024474474474474477,0.02622360389993335
47,-0.023317067067067068,0.025756939384036674
48,-0.023254504504504503,0.026144564788837612
49,-0.023504754754754758,0.026398139644520535
50,-0.023066816816816816,0.025988815305790218
51,-0.022222222222222223,0.025374653489385286
52,-0.02266016016016016,0.025541544488719623
53,-0.023254504504504503,0.025729990033360812
54,-0.025162662662662667,0.026399251652369286
55,-0.02556931931931932,0.02494261957791414
56,-0.023285785785785787,0.026045494349965642
57,-0.024630880880880883,0.025680122049813518
58,-0.022409909909909913,0.02565492286012279
59,-0.021534034034034033,0.024876742555306672
60,-0.02184684684684685,0.02530758120077463
61,-0.022910410410410413,0.025540280199018495
62,-0.021596596596596594,0.02579577437108319
63,-0.02362987987987988,0.025775472072226566
64,-0.02466216216216216,0.02606967793889229
65,-0.024630880880880883,0.025756141571545193
66,-0.025162662662662667,0.02530263159204592
67,-0.023410910910910913,0.025948157505861956
68,-0.023223223223223226,0.024905401025107844
69,-0.024599599599599602,0.02615863364080383
70,-0.02425550550550551,0.025763207051088904
71,-0.02375500500500501,0.026756779986579573
72,-0.023379629629629632,0.026047748427860788
73,-0.024036536536536538,0.0262782126651965
74,-0.02425550550550551,0.026363310088806345
75,-0.027633883883883888,0.026294070789613763
76,-0.024443193193193193,0.026099650964988175
77,-0.023692442442442445,0.026289381354692484
78,-0.025162662662662667,0.026250717466096085
79,-0.027008258258258262,0.026386312395846843
80,-0.026976976976976978,0.02577778772141397
81,-0.026570320320320324,0.02580954048171674
82,-0.026632882882882885,0.025979325388565084
83,-0.02434934934934935,0.025685951319198777
84,-0.024380630630630635,0.02584984849801006
85,-0.02647647647647648,0.02612000098868387
86,-0.025162662662662667,0.025799984622550478
87,-0.025757007007007008,0.025280230240089643
88,-0.026413913913913914,0.0258375051672925
89,-0.026914414414414417,0.026359932254482243
90,-0.027633883883883884,0.025654274445555042
91,-0.024568318318318322,0.026774949536786663
92,-0.0274461961961962,0.026979882961758298
93,-0.023973973973973974,0.025497947832462724
94,-0.025694444444444447,0.02726870227551097
95,-0.02597597597597598,0.026188318033521136
96,-0.024474474474474473,0.02562022873081578
97,-0.02287912912912913,0.026686984889733183
98,-0.023629879879879884,0.026263872555035993
99,-0.02481856856856857,0.02623942044402451
100,-0.024380630630630635,0.025887636961494823
101,-0.024974974974974976,0.025808061830168576
102,-0.02378628628628629,0.026401475527556305
103,-0.023723723723723722,0.02611558004848862
104,-0.023911411411411416,0.026265884367207233
105,-0.02247247247247247,0.02598670673478871
106,-0.022816566566566564,0.026029146447552047
107,-0.02356731731731732,0.026386794487655074
108,-0.022785285285285284,0.02540691007921796
109,-0.02375500500500501,0.027191657474512035
110,-0.022754004004004007,0.025660681588055054
111,-0.02428678678678679,0.026375296051938696
112,-0.022253503503503507,0.02515754140665111
113,-0.02240990990990991,0.02515470186501541
114,-0.022253503503503504,0.026408701828564158
115,-0.021440190190190188,0.026318843922354822
116,-0.024693443443443448,0.025243276878847105
117,-0.022941691691691694,0.02615919474124828
118,-0.02234734734734735,0.02645157426792822
119,-0.02194069069069069,0.02648525329434266
120,-0.024005255255255254,0.025966440667732283
121,-0.024318068068068067,0.026164019708345088
122,-0.023973973973973977,0.02695168764270827
123,-0.023911411411411416,0.025548975714693143
124,-0.02356731731731732,0.026497701099793252
125,-0.02463088088088088,0.025603876822332162
126,-0.025819569569569573,0.025570491096767085
127,-0.024380630630630635,0.025507233222153907
128,-0.02481856856856857,0.026127417495765845
129,-0.023786286286286287,0.02584011820466294
130,-0.02719594594594595,0.026028093817043726
131,-0.02381756756756757,0.025966101509791683
132,-0.02556931931931932,0.02579042522275093
133,-0.024005255255255258,0.02622864086283202
134,-0.024912412412412415,0.02645878688620428
135,-0.02603853853853854,0.025297294210263416
136,-0.025506756756756756,0.02636895122071358
137,-0.025631881881881886,0.0258873345702723
138,-0.024974974974974976,0.02554154448871962
139,-0.024411911911911915,0.02660715249349431
140,-0.023536036036036035,0.02584984849801006
141,-0.024787287287287286,0.02600341999429976
142,-0.025225225225225224,0.025209258339553644
143,-0.02625750750750751,0.026314121716207617
144,-0.023692442442442438,0.02576354887998413
145,-0.022754004004004,0.026188579585091448
146,-0.02481856856856857,0.02653578387534335
147,-0.024756006006006005,0.02576521997818937
148,-0.0254441941941942,0.026310700376094266
149,-0.02588213213213213,0.02682227139526703
150,-0.024974974974974976,0.02692040968915976
151,-0.024067817817817822,0.026512652896427572
152,-0.023786286286286287,0.026141008960474228
153,-0.024881131131131135,0.025042692712248456
154,-0.025381631631631634,0.025801463736993914
155,-0.024943693693693696,0.025720747016705556
156,-0.024724724724724728,0.0267952614343401
157,-0.025131381381381383,0.026276946580896896
158,-0.026132382382382385,0.02660792478927136
159,-0.025350350350350354,0.026464000939447924
160,-0.02556931931931932,0.02579042522275093
161,-0.02597597597597598,0.025660414655724623
162,-0.022284784784784788,0.02664408726368467
163,-0.024630880880880883,0.027232003816404726
164,-0.02556931931931932,0.026241322263393443
165,-0.025725725725725727,0.02669911874558109
166,-0.024192942942942944,0.02573854542254119
167,-0.02181556556556557,0.026536890115317735
168,-0.02597597597597598,0.02592571003587535
169,-0.02422422422422423,0.026202475426803973
170,-0.024849849849849854,0.025762143554409356
171,-0.027383633633633636,0.026927460389590083
172,-0.02632007007007007,0.025921784448685228
173,-0.02456831831831832,0.0266651960888577
174,-0.025600600600600598,0.02617721836637806
175,-0.025381631631631634,0.02643769831760649
