Root Name,Title,Author,Date/Time,Groups,Description,,,,,,,,
FEB-20-2021,,,,9,,,,,,,,,
,,,,,,,,,,,,,
Group,Channels,Description,,,,,,,,,,,
QPD-CAL-100,5,,,,,,,,,,,,
QPD-CAL-150,5,,,,,,,,,,,,
QPD-CAL-200,5,,,,,,,,,,,,
QPD-CAL-250,5,,,,,,,,,,,,
QPD-CAL-100-0.3,5,,,,,,,,,,,,
QPD-CAL-150-0.3,5,,,,,,,,,,,,
QPD-CAL-200-0.3,5,,,,,,,,,,,,
QPD-CAL-250-0.3,5,,,,,,,,,,,,
QPD-CAL-300-0.3,5,,,,,,,,,,,,
,,,,,,,,,,,,,
QPD-CAL-100,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/20/2021 01:49:09.680 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/20/2021 01:49:09.680 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/20/2021 01:49:09.680 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/20/2021 01:49:09.680 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/20/2021 01:49:09.680 PM,
,,,,,,,,,,,,,
QPD-CAL-150,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/20/2021 01:50:00.566 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/20/2021 01:50:00.566 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/20/2021 01:50:00.566 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/20/2021 01:50:00.566 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/20/2021 01:50:00.566 PM,
,,,,,,,,,,,,,
QPD-CAL-200,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/20/2021 01:50:22.238 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/20/2021 01:50:22.238 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/20/2021 01:50:22.238 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/20/2021 01:50:22.238 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/20/2021 01:50:22.238 PM,
,,,,,,,,,,,,,
QPD-CAL-250,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/20/2021 01:50:43.730 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/20/2021 01:50:43.730 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/20/2021 01:50:43.730 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/20/2021 01:50:43.730 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/20/2021 01:50:43.730 PM,
,,,,,,,,,,,,,
QPD-CAL-100-0.3,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/20/2021 02:06:25.889 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/20/2021 02:06:25.889 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/20/2021 02:06:25.889 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/20/2021 02:06:25.889 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/20/2021 02:06:25.889 PM,
,,,,,,,,,,,,,
QPD-CAL-150-0.3,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/20/2021 02:06:56.442 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/20/2021 02:06:56.442 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/20/2021 02:06:56.442 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/20/2021 02:06:56.442 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/20/2021 02:06:56.442 PM,
,,,,,,,,,,,,,
QPD-CAL-200-0.3,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/20/2021 02:07:33.831 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/20/2021 02:07:33.831 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/20/2021 02:07:33.831 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/20/2021 02:07:33.831 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/20/2021 02:07:33.831 PM,
,,,,,,,,,,,,,
QPD-CAL-250-0.3,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/20/2021 02:08:06.072 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/20/2021 02:08:06.072 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/20/2021 02:08:06.072 PM,
