Angle,Voltage,Voltage_std
50,2.7066128628628627,0.1663417244154145
51,3.8779404404404403,0.09938910289856323
52,3.825075075075075,0.10549191812247291
53,3.935497997997998,0.09405657611515797
54,4.028246996996997,0.08993844375268924
55,4.126157407407407,0.09575470496904523
56,4.2642642642642645,0.1099015187704988
57,4.417386136136136,0.09241699728335886
58,4.471971971971972,0.10430911984432575
59,4.72581956956957,0.11476180848872379
60,4.866116116116116,0.08279943025879895
61,5.030342842842843,0.08708564885538195
62,5.276682932932933,0.1235394790518031
63,5.583552302302302,0.09746466187813778
64,5.980824574574575,0.1013356612226398
65,6.507288538538538,0.1025429791787088
66,6.934747247247247,0.11250524925993885
67,7.574762262262262,0.0975376735423156
68,8.482545045045045,0.11326761463674632
69,9.381881881881881,0.22119537903801206
70,10.534776876876876,0.11922823225739398
71,11.022141841841842,0.08245157046705348
72,11.014476376376376,0.08416217876705243
73,11.01384994994995,0.08356845591682194
74,11.011347447447447,0.08170218404589226
75,11.014945645645643,0.08329207362100333
76,11.01651011011011,0.08299677398778979
77,11.017135735735733,0.08239705181851234
78,11.017448948948948,0.08149638800372715
79,11.015258858858857,0.08358692489326429
80,11.018543343343342,0.08556041782466678
81,11.017605305305304,0.0823872462230781
82,11.007749449449449,0.0846688556218253
83,10.902644844844845,0.13146797701315283
84,10.208513413413412,0.23524724393931015
85,9.506068568568569,0.13421055016215336
86,9.037318568568569,0.11667708255971994
87,8.372434934934935,0.10884425095859454
88,7.81859984984985,0.11245609743952885
89,7.207676426426427,0.09384149771842079
90,6.511355105105105,0.10852869121011154
91,5.875093843843844,0.09217261893491453
92,5.253065565565565,0.09424598936807563
93,4.543136886886887,0.08873854995697578
94,3.8895145145145147,0.08974102945089524
95,3.313156906906907,0.10038440489482632
96,2.639045295295295,0.06518864412004668
97,1.920827077077077,0.08774803649069897
98,1.241554054054054,0.07113895702980448
99,0.7080518018018018,0.09871685468629919
100,0.0930618118118118,0.0893427017947443
101,-0.6074824824824825,0.07323161074464837
102,-1.2675175175175175,0.10003091523347114
103,-1.8468468468468469,0.0875392558449148
104,-2.444319319319319,0.11563395467426836
105,-3.110767017017017,0.09746541485472429
106,-3.728103103103103,0.10279459304233428
107,-4.356387637637638,0.0987252798461748
108,-4.870339089089089,0.16728365286718141
109,-5.5344406906906904,0.12062858670046987
110,-6.177114614614615,0.19604243772463054
111,-6.593155655655655,0.22402137145909978
112,-7.304648398398398,0.17234694378337234
113,-7.846596596596597,0.1562052948768895
114,-8.167855355355355,0.1280411662869132
115,-8.562312312312311,0.24868264488384587
116,-8.88404029029029,0.3080028566434349
117,-9.258633633633634,0.2003142954880824
118,-9.269582082082081,0.2866936682308714
119,-9.278653653653654,0.22891080811581702
120,-8.8061498998999,0.13041837319586932
121,-7.729135385385385,0.19641605941221216
122,-6.6491491491491495,0.16296992160249665
123,-5.243211961961962,0.1590061713175675
124,-4.383133133133133,0.08833487118777643
125,-3.2541916916916915,0.08433627198788109
126,-2.468093093093093,0.13774121790681537
127,-1.7736486486486487,0.12045141590811602
128,-1.2423360860860861,0.09869702794371024
129,-0.8151901901901902,0.09325652466855668
130,-0.43527902902902904,0.11055820027843691
131,-0.17220345345345345,0.09374290742919629
132,0.004222972972972973,0.1034923593252612
133,0.11276901901901902,0.09720529181786366
134,0.3096846846846847,0.12581026447919103
135,0.4954954954954955,0.11006766780588184
136,0.6159284284284284,0.10815296607908789
137,0.7765578078078078,0.09263010139681314
138,0.815503003003003,0.1553080175693203
139,0.9806681681681682,0.10224242642616253
140,1.0543355855855856,0.10880626123949554
141,1.0510510510510511,0.13950890340952052
142,1.2933245745745745,0.16111621233777892
143,1.2887887887887888,0.1417711703738938
144,1.5168293293293293,0.18957979163942737
145,1.284253003003003,0.2163319422790847
146,1.5194882382382382,0.11649327225973645
147,1.4814814814814814,0.1542355921968328
148,1.48241991991992,0.144093004297506
150,1.590965965965966,0.1033236867910497
